Siruta,Localitate,RataMortalitateInfantila
55687,Apahida,0.0
55776,Aschileu,0.0
47159,Largu,0.0
47186,Lopatari,0.0
47300,Luciu,0.0
47337,Magura,0.0
47373,Maracineni,0.0
47417,Margaritesti,0.0
47453,Merei,0.0
47578,Mihailesti,0.0
46313,Cislau,0.0
46484,Costesti,0.0
46769,Galbinasi,0.0
46803,Gheraseni,0.0
46830,Ghergheasa,0.0
46867,Glodeanu Sarat,0.0
47006,Grebanu,0.0
47079,Gura Teghii,0.0
55473,Aghiresu,0.0
55598,Aiton,0.0
45815,C.a. Rosetti,0.0
45888,Canesti,0.0
45959,Catina,0.0
46019,Cernatesti,0.0
46108,Chiliile,0.0
46251,Cilibia,0.0
58008,Iara,0.0
58142,Iclod,0.0
58204,Izvoru Crisului,0.0
58259,Jucu,0.0
58311,Luna,0.0
58393,Manastireni,0.0
58464,Margau,0.0
58534,Marisel,0.0
57350,Cojocna,0.0
57449,Cornesti,0.0
57546,Dabaca,0.0
57582,Feleacu,0.0
57644,Fizesu Gherlii,0.0
57831,Geaca,0.0
57948,Garbau,0.0
56568,Capusu Mare,0.0
56666,Caseiu,0.0
56844,Ceanu Mare,0.0
56988,Chinteni,0.0
57083,Chiuiesti,0.0
57163,Ciucea,0.0
57225,Ciurila,0.0
57314,Catcau,0.0
55838,Baciu,0.0
55918,Baisoara,0.0
56014,Belis,0.0
56096,Bobalna,0.0
56265,Borsa,0.0
56327,Buza,0.0
56425,Calarasi,0.0
56461,Calatele,0.0
60632,Limanu,0.0
60883,Adamclisi,0.0
61005,Aliman,0.0
61210,Chirnogeni,0.0
61283,Ciocarlia,0.0
61452,Comana,0.0
60026,Valea Ierii,0.0
60062,Viisoara,0.0
60099,Vultureni,0.0
60169,Negreni,0.0
60455,Oras Eforie,0.0
60534,Oras Techirghiol,0.0
59498,Sanmartin,0.0
59586,Sanpaul,0.0
59657,Suatu,0.0
59693,Tritenii De Jos,0.0
59764,Tureni,0.0
59826,Taga,0.0
59880,Unguras,0.0
59942,Vad,0.0
58552,Mintiu Gherlii,0.0
58721,Moldovenesti,0.0
58856,Panticeu,0.0
58918,Petrestii De Jos,0.0
58990,Ploscos,0.0
59041,Poieni,0.0
59238,Risca,0.0
59434,Sancraiu,0.0
45619,Breaza,0.0
45673,Buda,0.0
45753,Calvini,0.0
61808,Garliciu,0.0
61826,Ghindaresti,0.0
61871,Independenta,0.0
61951,Ion Corvin,0.0
62020,Istria,0.0
44845,Municipiul Ramnicu Sarat,0.0
44863,Amaru,0.0
44989,Balaceanu,0.0
45245,Bisoca,0.0
45334,Blajani,0.0
45361,Boldu,0.0
45389,Bozioru,0.0
45496,Bradeanu,0.0
44355,Unirea,0.0
44391,Vadeni,0.0
44435,Victoria,0.0
44462,Visani,0.0
44505,Viziru,0.0
44532,Zavoaia,0.0
44560,Cazasu,0.0
61559,Crucea,0.0
43992,Silistea,0.0
44060,Stancuta,0.0
44140,Sutesti,0.0
44202,Traian,0.0
44257,Tudor Vladimirescu,0.0
44300,Tufesti,0.0
44328,Ulmu,0.0
63553,Comandau,0.0
63688,Sita Buzaului,0.0
63893,Bodoc,0.0
63937,Borosneu Mare,0.0
64005,Brates,0.0
64041,Bradut,0.0
63170,Vulturu,0.0
63198,Amzacea,0.0
63278,Horia,0.0
63300,Cuza Voda,0.0
63318,Saligny,0.0
63326,Gradina,0.0
63334,Fantanele,0.0
62672,Pecineaga,0.0
62761,Poarta Alba,0.0
62878,Sacele,0.0
62903,Seimeni,0.0
62949,Silistea,0.0
62985,Targusor,0.0
63161,Dumbraveni,0.0
62137,Mereni,0.0
2381,Arieseni,0.0
62280,Mircea Voda,0.0
62440,Nicolae Balcescu,0.0
62486,Oltina,0.0
62538,Ostrov,0.0
62609,Pantelimon,0.0
65147,Dalnic,0.0
65154,Estelnic,0.0
65379,Aninoasa,0.0
65431,Razvad,0.0
65477,Sotanga,0.0
65501,Ulmi,0.0
65609,Oras Fieni,0.0
64942,Valcele,0.0
64997,Varghis,0.0
65048,Zabala,0.0
65099,Valea Mare,0.0
65105,Mereni,0.0
65113,Arcus,0.0
65121,Bixad,0.0
65139,Micfalau,0.0
64425,Ilieni,0.0
64504,Malnas,0.0
64568,Moacsa,0.0
64639,Ozun,0.0
64719,Poian,0.0
64826,Sanzieni,0.0
64871,Turia,0.0
64906,Valea Crisului,0.0
64096,Bretcu,0.0
64130,Catalina,0.0
64194,Cernat,0.0
64238,Chichis,0.0
64265,Dobarlau,0.0
64318,Ghelinta,0.0
64345,Ghidfalau,0.0
64390,Haghig,0.0
43698,Racovita,0.0
43732,Ramnicelu,0.0
43787,Romanu,0.0
43812,Rosiori,0.0
43867,Salcia Tudor,0.0
43929,Scortaru Nou,0.0
65707,Gura Foii,0.0
65841,Municipiul Moreni,0.0
43242,Gemenele,0.0
43279,Gradistea,0.0
43313,Gropeni,0.0
43493,Marasu,0.0
43563,Maxineni,0.0
43625,Mircea Voda,0.0
43652,Movila Miresii,0.0
42753,Oras Faurei,0.0
42824,Baraganul,0.0
42913,Bordei Verde,0.0
42968,Ciocile,0.0
43019,Ciresu,0.0
43073,Dudesti,0.0
43117,Frecatei,0.0
43180,Galbenu,0.0
65645,Motaieni,0.0
65681,Oras Gaesti,0.0
42464,Sambata De Sus,0.0
42472,Holbav,0.0
42480,Dragus,0.0
42498,Augustin,0.0
42708,Chiscani,0.0
67906,Lunguletu,0.0
67942,Malu Cu Flori,0.0
68002,Manesti,0.0
68048,Matasaru,0.0
68128,Mogosani,0.0
68182,Moroeni,0.0
68253,Morteni,0.0
68324,Ocnita,0.0
67121,Costestii Din Vale,0.0
67256,Darmanesti,0.0
67327,Dragodana,0.0
67470,Finta,0.0
67522,Glodeni,0.0
67675,Hulubesti,0.0
67773,Lucieni,0.0
67835,Ludesti,0.0
66474,Bucsani,0.0
66526,Candesti,0.0
66580,Cobia,0.0
66697,Cojasca,0.0
66731,Comisani,0.0
66857,Corbii Mari,0.0
66955,Cornatelu,0.0
67014,Cornesti,0.0
66009,Branesti,0.0
66081,Oras Titu,0.0
66152,Branistea,0.0
66198,Baleni,0.0
66223,Barbuletu,0.0
66330,Bezdead,0.0
66401,Bilciuresti,0.0
70316,Municipiul Bailesti,0.0
70414,Oras Filiasi,0.0
70502,Oras Segarcea,0.0
70566,Almaj,0.0
70673,Amarastii De Sus,0.0
70726,Apele Vii,0.0
70744,Argetoaia,0.0
69394,Visinesti,0.0
69447,Varfuri,0.0
69526,Voinesti,0.0
69615,Vulcana-Bai,0.0
69964,Bucovat,0.0
70094,Isalnita,0.0
70110,Podari,0.0
68887,Selaru,0.0
68921,Tatarani,0.0
68976,Uliesti,0.0
69063,Valea Lunga,0.0
69170,Valea Mare,0.0
69250,Vacaresti,0.0
69303,Valeni-Dambovita,0.0
69330,Visina,0.0
68342,Odobesti,0.0
68404,Pietrosita,0.0
68431,Poiana,0.0
68529,Produlesti,0.0
68565,Pucheni,0.0
68627,Oras Racari,0.0
68716,Runcu,0.0
68789,Salcioara,0.0
41925,Sanpetru,0.0
42003,Tarlungeni,0.0
42076,Ticusu,0.0
42101,Ucea,0.0
42156,Ungra,0.0
42236,Vistea,0.0
42307,Voila,0.0
42449,Sinca Noua,0.0
41417,Mandra,0.0
41471,Moieciu,0.0
41541,Ormenis,0.0
41578,Parau,0.0
41738,Recea,0.0
41818,Sercaia,0.0
41854,Sinca,0.0
40991,Fundata,0.0
41033,Halchiu,0.0
41113,Harseni,0.0
41177,Hoghiz,0.0
41248,Homorod,0.0
41284,Jibert,0.0
41346,Lisa,0.0
41382,Maierus,0.0
70940,Barca,0.0
70968,Botosesti-Paia,0.0
70986,Brabova,0.0
71260,Breasta,0.0
71340,Bulzesti,0.0
71536,Carpen,0.0
71572,Castranova,0.0
71607,Calarasi,0.0
73246,Mischii,0.0
73317,Marsani,0.0
73371,Murgasi,0.0
73460,Negoi,0.0
73567,Ostroveni,0.0
73594,Perisor,0.0
73772,Predesti,0.0
73923,Robanesti,0.0
72604,Gogosu,0.0
72640,Goicea,0.0
72677,Goiesti,0.0
72926,Leu,0.0
72980,Macesu De Jos,0.0
73013,Macesu De Sus,0.0
73068,Malu Mare,0.0
73102,Melinesti,0.0
72052,Diosti,0.0
72098,Dobresti,0.0
72150,Dragotesti,0.0
72276,Farcas,0.0
72383,Galicea Mare,0.0
72409,Ghercesti,0.0
72463,Gighera,0.0
72506,Giubega,0.0
42456,Crizbav,0.0
71698,Cerat,0.0
71723,Cernatesti,0.0
71787,Cetate,0.0
71812,Cioroiasi,0.0
71885,Cosoveni,0.0
71956,Daneti,0.0
72034,Desa,0.0
74907,Ghidici,0.0
74915,Ghindeni,0.0
74923,Intorsura,0.0
74931,Plesoi,0.0
74949,Rojiste,0.0
74956,Talpas,0.0
75114,Sendreni,0.0
74732,Vartop,0.0
74750,Varvoru De Jos,0.0
74842,Catane,0.0
74859,Carcea,0.0
74867,Carna,0.0
74875,Cotofenii Din Fata,0.0
74883,Dobrotesti,0.0
74891,Galiciuica,0.0
74322,Teasc,0.0
74359,Terpezita,0.0
74411,Teslui,0.0
74509,Tuglui,0.0
74554,Urzicuta,0.0
74581,Valea Stanciului,0.0
74616,Vela,0.0
74705,Verbita,0.0
74028,Salcuta,0.0
74073,Scaesti,0.0
74108,Seaca De Camp,0.0
74135,Seaca De Padure,0.0
74171,Secu,0.0
74224,Silistea Crucii,0.0
74242,Sopot,0.0
76497,Gohor,0.0
76558,Grivita,0.0
76585,Independenta,0.0
76601,Ivesti,0.0
76638,Jorasti,0.0
76674,Liesti,0.0
76692,Matca,0.0
76745,Movileni,0.0
76111,Costache Negri,0.0
76139,Cuca,0.0
76157,Cudalbi,0.0
76255,Fartanesti,0.0
76282,Foltesti,0.0
76317,Frumusita,0.0
76353,Fundeni,0.0
75668,Baleni,0.0
75711,Branistea,0.0
75819,Buciumeni,0.0
75864,Cavadinesti,0.0
75917,Certesti,0.0
76004,Corni,0.0
76040,Cosmesti,0.0
75258,Munteni,0.0
75338,Oras Beresti,0.0
75356,Beresti-Meria,0.0
75472,Oras Targu Bujor,0.0
75515,Barcea,0.0
75542,Balabanesti,0.0
75613,Balasesti,0.0
40857,Comana,0.0
40928,Dumbravita,0.0
40955,Feldioara,0.0
77153,Schela,0.0
77180,Slobozia Conachi,0.0
77224,Smardan,0.0
77260,Smulti,0.0
77288,Suceveni,0.0
40303,Oras Predeal,0.0
40394,Oras Rupea,0.0
40544,Beclean,0.0
40606,Bod,0.0
40633,Bran,0.0
40704,Bunesti,0.0
40768,Cata,0.0
39959,Dimacheni,0.0
39967,Candesti,0.0
39983,Blandesti,0.0
40035,Adaseni,0.0
40214,Oras Ghimbav,0.0
40241,Municipiul Codlea,0.0
76763,Namoloasa,0.0
76807,Nicoresti,0.0
76996,Piscu,0.0
77082,Rediu,0.0
39738,Vladeni,0.0
39792,Vlasinesti,0.0
39836,Vorniceni,0.0
39942,Lozna,0.0
79004,Balteni,0.0
79077,Bolbosi,0.0
79237,Branesti,0.0
79308,Oras Bumbesti-Jiu,0.0
79362,Bumbesti-Pitic,0.0
79406,Bustuchin,0.0
79497,Capreni,0.0
79585,Catunele,0.0
78542,Alimpesti,0.0
78604,Aninoasa,0.0
78668,Arcani,0.0
78711,Baia De Fier,0.0
78748,Balanesti,0.0
78828,Barbatesti,0.0
78873,Bengesti-Ciocadia,0.0
78926,Berlesti,0.0
77587,Poiana,0.0
77595,Cuza Voda,0.0
78016,Dragutesti,0.0
78329,Oras Targu Carbunesti,0.0
78454,Oras Ticleni,0.0
78472,Albeni,0.0
77331,Tulucesti,0.0
77377,Tepu,0.0
77402,Umbraresti,0.0
77475,Valea Marului,0.0
77509,Varlezi,0.0
77536,Vladesti,0.0
77561,Radesti,0.0
77579,Negrilesti,0.0
81754,Sacelu,0.0
81816,Saulesti,0.0
81861,Scoarta,0.0
81987,Schela,0.0
82047,Slivilesti,0.0
82136,Stanesti,0.0
82243,Stejari,0.0
82396,Telesti,0.0
80908,Musetesti,0.0
80980,Negomir,0.0
81095,Pades,0.0
81184,Pestisani,0.0
81380,Polovragi,0.0
81497,Rosia De Amaradia,0.0
81576,Runcu,0.0
81656,Samarinesti,0.0
80427,Godinesti,0.0
80506,Hurezani,0.0
80560,Ionesti,0.0
80613,Jupanesti,0.0
80677,Lelesti,0.0
80711,Licurici,0.0
80766,Logresti,0.0
80846,Matasari,0.0
79656,Ciuperceni,0.0
79736,Calnic,0.0
79834,Crasna,0.0
79932,Cruset,0.0
80043,Danciulesti,0.0
80249,Dragotesti,0.0
80285,Farcasesti,0.0
80365,Glogova,0.0
84264,Dealu,0.0
84380,Darjiu,0.0
84415,Frumoasa,0.0
84460,Galautas,0.0
84558,Joseni,0.0
84594,Lazarea,0.0
84629,Lueta,0.0
84754,Lunca De Sus,0.0
83785,Atid,0.0
83847,Avramesti,0.0
83936,Bilbor,0.0
83963,Capalnita,0.0
84086,Ciumani,0.0
84102,Carta,0.0
84148,Corbu,0.0
84237,Danesti,0.0
83151,Bradesti,0.0
83375,Pauleni-Ciuc,0.0
83428,Oras Baile Tusnad,0.0
83464,Oras Balan,0.0
83525,Oras Cristuru Secuiesc,0.0
83749,Oras Vlahita,0.0
82430,Oras Tismana,0.0
82555,Turburea,0.0
82617,Oras Turceni,0.0
82680,Tantareni,0.0
82733,Urdari,0.0
82831,Vladimir,0.0
83133,Municipiul Odorheiu Secuiesc,0.0
39328,Trusesti,0.0
39417,Ungureni,0.0
39612,Vaculesti,0.0
39658,Viisoara,0.0
39694,Varfu Campului,0.0
85412,Remetea,0.0
85467,Sacel,0.0
85528,Sarmas,0.0
38679,Rauseni,0.0
38731,Ripiceni,0.0
38811,Roma,0.0
38848,Romanesti,0.0
38893,Santa Mare,0.0
39051,Sulita,0.0
39220,Stiubieni,0.0
39266,Todireni,0.0
38161,Mihaileni,0.0
38241,Mihalaseni,0.0
38321,Mileanca,0.0
38376,Mitoc,0.0
38456,Nicseni,0.0
38492,Paltinis,0.0
38544,Pomarla,0.0
38580,Prajeni,0.0
84825,Lupeni,0.0
85056,Meresti,0.0
85074,Mihaileni,0.0
85127,Mugeni,0.0
37823,Ibanesti,0.0
37850,Leorda,0.0
37912,Lunca,0.0
37958,Manoleasa,0.0
87059,Municipiul Lupeni,0.0
87246,Banita,0.0
87291,Municipiul Brad,0.0
87362,Criscior,0.0
87576,Oras Hateg,0.0
87638,Municipiul Orastie,0.0
87665,Oras Simeria,0.0
86501,Satu Mare,0.0
86519,Santimbru,0.0
86749,Carjiti,0.0
86883,Ghelari,0.0
86936,Teliucu Inferior,0.0
86133,Tulghes,0.0
86188,Tusnad,0.0
86222,Ulies,0.0
86311,Varsag,0.0
86339,Voslabeni,0.0
86366,Zetea,0.0
86446,Cozmeni,0.0
86479,Leliceni,0.0
85582,Secuieni,0.0
85626,Siculeni,0.0
85680,Sancraieni,0.0
85788,Sanmartin,0.0
85840,Sansimion,0.0
85877,Subcetate,0.0
85920,Suseni,0.0
85984,Simonesti,0.0
90342,Orastioara De Sus,0.0
90431,Pestisu Mic,0.0
90538,Pui,0.0
90663,Rapoltu Mare,0.0
90805,Ribita,0.0
90994,Romos,0.0
91054,Sarmizegetusa,0.0
91116,Salasu De Sus,0.0
89687,Gurasada,0.0
89801,Harau,0.0
89856,Ilia,0.0
89954,Lapugiu De Jos,0.0
90066,Lelese,0.0
90119,Lunca Cernii De Jos,0.0
90208,Luncoiu De Jos,0.0
90262,Martinesti,0.0
88644,Bretea Romana,0.0
88868,Bucuresci,0.0
88920,Bulzestii De Sus,0.0
89026,Bunila,0.0
89080,Burjuc,0.0
89240,Certeju De Sus,0.0
89348,Densus,0.0
89428,Dobra,0.0
87745,Baia De Cris,0.0
87843,Balsa,0.0
88047,Bacia,0.0
88092,Baita,0.0
88261,Beriu,0.0
88350,Blajeni,0.0
88449,Bosorod,0.0
88546,Branisca,0.0
36756,Corni,0.0
36907,Cristesti,0.0
37011,Dersca,0.0
37057,Dangeni,0.0
37100,Dobarceni,0.0
37217,Durnesti,0.0
37280,Oras Flamanzi,0.0
37397,George Enescu,0.0
36060,Oras Saveni,0.0
36300,Baluseni,0.0
36373,Braesti,0.0
36426,Broscauti,0.0
36453,Oras Bucecea,0.0
36499,Calarasi,0.0
36532,Concesti,0.0
36676,Corlateni,0.0
91937,Valisoara,0.0
91982,Vetel,0.0
92097,Vorta,0.0
92177,Zam,0.0
92587,Modelu,0.0
35946,Oras Darabani,0.0
91232,Santamaria-Orlea,0.0
91330,Soimus,0.0
91447,Tomesti,0.0
91535,Toplita,0.0
91624,Totesti,0.0
91688,Turdas,0.0
91731,General Berthelot,0.0
91795,Vata De Jos,0.0
93931,Lupsanu,0.0
93995,Mihail Kogalniceanu,0.0
94045,Milosesti,0.0
94081,Movila,0.0
94161,Perieti,0.0
94223,Perisoru,0.0
94269,Reviga,0.0
94330,Salcioara,0.0
93539,Dragos Voda,0.0
93600,Gheorghe Doja,0.0
93628,Gheorghe Lazar,0.0
93646,Giurgeni,0.0
93664,Gradistea,0.0
93735,Grivita,0.0
93771,Independenta,0.0
93851,Lehliu,0.0
93021,Bucu,0.0
93067,Oras Cazanesti,0.0
93085,Ciocanesti,0.0
93101,Ciochina,0.0
93209,Cocora,0.0
93236,Cosambesti,0.0
93281,Cuza Voda,0.0
93325,Dichiseni,0.0
37459,Gorbanesti,0.0
37770,Hudesti,0.0
92783,Albesti,0.0
92872,Andrasesti,0.0
92907,Balaciu,0.0
92989,Bordusani,0.0
96058,Braesti,0.0
96110,Butea,0.0
96192,Ciortesti,0.0
96370,Comarna,0.0
96423,Costuleni,0.0
96478,Cotnari,0.0
96593,Cozmesti,0.0
95471,Oras Targu Frumos,0.0
95499,Ion Neculce,0.0
95612,Alexandru I. Cuza,0.0
95667,Andrieseni,0.0
95747,Aroneanu,0.0
95943,Bivolari,0.0
96003,Ungheni,0.0
94768,Vlad Tepes,0.0
94795,Vladeni,0.0
95088,Barnova,0.0
95239,Rediu,0.0
95355,Oras Harlau,0.0
94376,Saveni,0.0
94429,Scanteia,0.0
94456,Sfantu Gheorghe,0.0
94492,Stelnica,0.0
94535,Suditi,0.0
94562,Stefan Cel Mare,0.0
94606,Ulmu,0.0
94651,Unirea,0.0
34645,Sieu,0.0
34690,Sieu-Magherus,0.0
34770,Sieu-Odorhei,0.0
34850,Sieut,0.0
34903,Sintereag,0.0
35054,Telciu,0.0
35090,Tiha Bargaului,0.0
35152,Tarlisua,0.0
34173,Petru Rares,0.0
34235,Prundu Bargaului,0.0
34262,Rebra,0.0
34333,Rodna,0.0
34360,Romuli,0.0
34422,Silivasu De Campie,0.0
34477,Sanmihaiu De Campie,0.0
34547,Spermezeu,0.0
97090,Golaiesti,0.0
97189,Gorban,0.0
97241,Grajduri,0.0
97321,Gropnita,0.0
33881,Milas,0.0
33952,Monor,0.0
34075,Nuseni,0.0
34155,Parva,0.0
96637,Cristesti,0.0
96664,Cucuteni,0.0
96717,Dagata,0.0
96815,Deleni,0.0
96888,Dobrovat,0.0
96904,Dolhesti,0.0
96940,Dumesti,0.0
97063,Focuri,0.0
99290,Scheia,0.0
99370,Sipote,0.0
99441,Tansa,0.0
99478,Tatarusi,0.0
99539,Todiresti,0.0
99673,Tibana,0.0
99780,Tibanesti,0.0
99922,Tutora,0.0
98337,Plugari,0.0
98603,Prisacani,0.0
98685,Raducaneni,0.0
98738,Romanesti,0.0
98827,Schitu Duca,0.0
98998,Scobinti,0.0
99058,Sinesti,0.0
99101,Siretel,0.0
97517,Horlesti,0.0
97553,Ipatele,0.0
97777,Madarjac,0.0
98168,Mogosesti-Siret,0.0
98202,Mosna,0.0
98300,Oteleni,0.0
35269,Uriu,0.0
35312,Urmenis,0.0
35429,Zagra,0.0
35759,Curtesti,0.0
35839,Rachiti,0.0
97438,Halaucesti,0.0
97465,Helesteni,0.0
101378,Bucsani,0.0
101519,Bulbucata,0.0
101564,Butimanu,0.0
101617,Buturugeni,0.0
101662,Calugareni,0.0
101724,Cascioarele,0.0
100852,Alexeni,0.0
100923,Axintele,0.0
101001,Baneasa,0.0
101083,Belciugatele,0.0
101145,Berceni,0.0
101163,Bolintin-Deal,0.0
101243,Brazii,0.0
101341,Brezoaele,0.0
100549,Slobozia,0.0
100638,Mitreni,0.0
100683,Municipiul Urziceni,0.0
100754,Adancata,0.0
100781,Adunatii-Copaceni,0.0
100004,Victoria,0.0
100273,Bals,0.0
100282,Costesti,0.0
100308,Draguseni,0.0
100317,Fantanele,0.0
100335,Rachiteni,0.0
100344,Roscani,0.0
100353,Valea Lupului,0.0
33729,Magura Ilvei,0.0
33765,Mariselu,0.0
102035,Clinceni,0.0
102071,Colibasi,0.0
102106,Comana,0.0
102160,Corbeanca,0.0
102240,Cosereni,0.0
33202,Dumitra,0.0
33275,Galatii Bistritei,0.0
33337,Ilva Mare,0.0
33364,Ilva Mica,0.0
33382,Josenii Bargaului,0.0
33514,Lesu,0.0
33541,Livezile,0.0
33603,Lunca Ilvei,0.0
32633,Bistrita Bargaului,0.0
32660,Branistea,0.0
32768,Budesti,0.0
32811,Caianu Mic,0.0
32884,Cetate,0.0
33122,Chiuza,0.0
33177,Cosbuc,0.0
101804,Chirnogi,0.0
101822,Chiselet,0.0
101840,Ciocanesti,0.0
32187,Rosiori,0.0
32195,Gepiu,0.0
32201,Toboliu,0.0
32483,Oras Beclean,0.0
103639,Hotarele,0.0
103693,Iepuresti,0.0
103764,Ileana,0.0
103862,Ion Roata,0.0
103899,Izvoarele,0.0
103960,Jilavele,0.0
104047,Letca Noua,0.0
104118,Mihai Bravu,0.0
103238,Ghimpati,0.0
103283,Garbovi,0.0
103309,Gogosari,0.0
103354,Gostinu,0.0
103372,Gostinari,0.0
103443,Gradistea,0.0
103470,Greaca,0.0
103513,Gruiu,0.0
102703,Dridu,0.0
102749,Oras Fierbinti-Targ,0.0
102794,Floresti-Stoenesti,0.0
102838,Frasinet,0.0
102909,Fratesti,0.0
102945,Frumusani,0.0
103087,Gaiseni,0.0
103194,Gaujani,0.0
102348,Crevedia Mare,0.0
102446,Daia,0.0
102473,Dascalu,0.0
102525,Darasti-Ilfov,0.0
102543,1 Decembrie,0.0
102570,Domnesti,0.0
102605,Dragomiresti-Vale,0.0
102641,Dragoesti,0.0
31510,Suncuius,0.0
31609,Tarcaia,0.0
31654,Tauteu,0.0
31716,Tileagd,0.0
31921,Uileacu De Beius,0.0
32027,Oras Valea Lui Mihai,0.0
32045,Viisoara,0.0
32090,Varciorog,0.0
30773,Rieni,0.0
30871,Sacadat,0.0
30988,Salacea,0.0
31011,Salard,0.0
31128,Sarbi,0.0
31208,Spinus,0.0
31333,Simian,0.0
31379,Sinteu,0.0
104519,Oinacu,0.0
104546,Peris,0.0
104582,Petrachioaia,0.0
104635,Plataresti,0.0
104715,Putineiu,0.0
30568,Popesti,0.0
30648,Rabagani,0.0
30719,Remetea,0.0
104136,Oras Mihailesti,0.0
104181,Manastirea,0.0
104225,Marsa,0.0
104243,Moara Vlasiei,0.0
104270,Movilita,0.0
104323,Nana,0.0
104421,Nuci,0.0
104485,Ogrezeni,0.0
106648,Vadu Izei,0.0
106684,Oras Baia Sprie,0.0
106782,Oras Cavnic,0.0
107001,Ardusat,0.0
107047,Arinis,0.0
107083,Asuaju De Sus,0.0
107118,Baita De Sub Codru,0.0
105829,Vasilati,0.0
105909,Vedea,0.0
105936,Vidra,0.0
105972,Vanatorii Mici,0.0
106363,Grosi,0.0
106407,Recea,0.0
106461,Oras Tautii-Magheraus,0.0
105295,Stanesti,0.0
105348,Stoenesti,0.0
105455,Tamadau Mare,0.0
105534,Tartasesti,0.0
105570,Tunari,0.0
105605,Ulmeni,0.0
105776,Valea Dragului,0.0
105794,Valea Macrisului,0.0
32153,Tamaseu,0.0
32161,Paleu,0.0
104751,Radovanu,0.0
104788,Rasuceni,0.0
104975,Schitu,0.0
105026,Sinesti,0.0
105142,Slobozia Moara,0.0
105222,Sohatu,0.0
108669,Rozavlea,0.0
108712,Satulung,0.0
108794,Sacalaseni,0.0
108874,Sacel,0.0
108892,Oras Salistea De Sus,0.0
108945,Sapanta,0.0
108963,Oras Seini,0.0
109005,Stramtura,0.0
108151,Giulesti,0.0
108222,Lapus,0.0
108366,Oarta De Jos,0.0
108400,Ocna Sugatag,0.0
108552,Remeti,0.0
108598,Repedea,0.0
108614,Rona De Jos,0.0
108632,Rona De Sus,0.0
107582,Cernesti,0.0
107662,Cicarlau,0.0
107733,Copalnic-Manastur,0.0
107920,Cupseni,0.0
107975,Desesti,0.0
108017,Oras Dragomiresti,0.0
108035,Dumbravita,0.0
108106,Farcasa,0.0
107190,Basesti,0.0
107314,Barsana,0.0
107350,Bocicoiu Mare,0.0
107403,Bogdan Voda,0.0
107430,Boiu Mare,0.0
107485,Botiza,0.0
107519,Budesti,0.0
107546,Calinesti,0.0
30274,Osorhei,0.0
30336,Pietroasa,0.0
30416,Pocola,0.0
30470,Pomezeu,0.0
109826,Simian,0.0
110027,Obarsia-Closani,0.0
110063,Municipiul Orsova,0.0
29573,Holod,0.0
29662,Husasau De Tinca,0.0
29760,Lazuri De Beius,0.0
29902,Lugasu De Jos,0.0
29948,Lunca,0.0
30014,Madaras,0.0
30069,Magesti,0.0
30229,Olcea,0.0
28763,Cociuba Mare,0.0
28889,Cristioru De Jos,0.0
28941,Curatele,0.0
29038,Derna,0.0
29154,Dobresti,0.0
29243,Draganesti,0.0
29403,Finis,0.0
29467,Girisu De Cris,0.0
109041,Suciu De Sus,0.0
109096,Sisesti,0.0
109176,Oras Somcuta Mare,0.0
109265,Oras Ulmeni,0.0
109354,Valea Chioarului,0.0
28530,Chislaz,0.0
28665,Ciumeghiu,0.0
28709,Campani,0.0
112334,Ilovita,0.0
112370,Isverna,0.0
112469,Izvoru Barzii,0.0
112600,Livezile,0.0
112664,Malovat,0.0
112744,Obarsia De Camp,0.0
112771,Oprisor,0.0
112806,Padina,0.0
111783,Garla Mare,0.0
111818,Godeanu,0.0
111863,Gogosu,0.0
111916,Greci,0.0
111989,Grozesti,0.0
112129,Husnicioara,0.0
112245,Eselnita,0.0
112263,Ilovat,0.0
111006,Butoiesti,0.0
111097,Cazanesti,0.0
111220,Ciresu,0.0
111275,Corcova,0.0
111417,Corlatel,0.0
111444,Cujmir,0.0
111480,Devesel,0.0
111587,Dumbrava,0.0
110116,Oras Strehaia,0.0
110456,Balta,0.0
110535,Balacita,0.0
110571,Bacles,0.0
110688,Balvanesti,0.0
110740,Breznita-Motru,0.0
110820,Breznita-Ocol,0.0
110946,Burila Mare,0.0
115520,Batos,0.0
115575,Bagaciu,0.0
115600,Bala,0.0
115708,Beica De Jos,0.0
115771,Bichis,0.0
115824,Bogata,0.0
115851,Breaza,0.0
115897,Brancovenesti,0.0
114603,Albesti,0.0
114854,Oras Sovata,0.0
115076,Adamus,0.0
115147,Alunis,0.0
115236,Atintis,0.0
113974,Voloiac,0.0
114060,Branistea,0.0
114079,Vrata,0.0
2577,Avram Iancu,0.0
2988,Berghin,0.0
3397,Blandiana,0.0
3459,Bucium,0.0
3761,Cenade,0.0
112904,Dubova,0.0
112959,Podeni,0.0
113206,Pristol,0.0
113233,Prunisor,0.0
113466,Rogova,0.0
113625,Sisesti,0.0
113698,Sovarna,0.0
113849,Vanatori,0.0
28193,Carpinet,0.0
28335,Ceica,0.0
28415,Cetariu,0.0
28497,Cherechiu,0.0
116126,Chiheru De Jos,0.0
116171,Coroisanmartin,0.0
116224,Cozma,0.0
116288,Craciunesti,0.0
27506,Boianu Mare,0.0
27631,Bors,0.0
27686,Bratca,0.0
27757,Brusturi,0.0
27935,Bulz,0.0
27971,Buntesti,0.0
28077,Cabesti,0.0
28139,Capalna,0.0
26975,Municipiul Salonta,0.0
